,Listing ID,Location,Lat_Long,Monthly Rental Price,Bedrooms,Bathrooms,Square Footage
846,3004685,150 E 44th Street #34F,"['40.7521019,-73.97419739']",3530,0.0,1.0,0.0
847,3021069,751 E 6th Street #10A,"['40.72270989,-73.97718736']",3092,0.0,1.0,575.0
848,2980458,150 West 51st Street #1008,"['40.76129913,-73.98269653']",3500,1.0,1.0,700.0
849,3022562,97 East 7th Street #24,"['40.7269297,-73.98505243']",2995,2.0,1.0,600.0
850,3022556,302 Mott Street #37,"['40.72488017,-73.9938487']",2595,0.0,1.0,0.0
851,3010040,169 Allen Street #1B,"['40.7214352,-73.98967141']",2695,1.0,1.0,440.0
852,3021618,11 East 92nd Street #1,"['40.78517974,-73.95665999']",12995,2.0,2.0,1.0
853,3022555,675 West 59th Street #1210,"['40.772063,-73.991767']",11583,3.0,2.0,1.0
854,3022548,330 West 58th Street #9N,"['40.76750183,-73.98370361']",3900,1.0,1.0,0.0
855,3017161,21 West End Avenue #2217,"['40.772765,-73.990313']",2908,0.0,1.0,0.0
856,3021582,55 West 25th Street #10C,"['40.74430084,-73.99120331']",5250,1.0,1.0,0.0
857,2956615,325 North End Avenue #16L,"['40.71695249,-74.01501026']",3990,0.0,1.0,605.0
858,3007105,53 Park Place #3G,"['40.7140007,-74.0102005']",4400,1.0,1.0,622.0
859,3022492,777 6th Avenue #28F,"['40.74509811,-73.99160004']",4306,1.0,1.0,620.0
860,3022490,37 Wall Street #8L,"['40.70629883,-74.0102005']",2845,0.0,1.0,0.0
861,3022487,601 West 57th Street #25N,"['40.77080154,-73.9917984']",3950,1.0,1.0,0.0
862,3022485,300 E. 39th Street #8H,"['40.74739838,-73.97299957']",6726,2.0,2.0,1.0
863,3022484,240 East 27th Street #14D,"['40.74020004,-73.979599']",3653,1.0,1.0,706.0
864,3022482,305 West 50th Street #17N,"['40.76259995,-73.98619843']",3327,0.0,1.0,602.0
865,3022480,75 West End Avenue #C24B,"['40.77429962,-73.98930359']",3225,1.0,1.0,0.0
866,3022479,170 West 89th Street #APT3C,"['40.78912342,-73.97303457']",4650,2.0,2.0,0.0
867,3022477,77 West 24th Street #PHD,"['40.74368984,-73.99173942']",5949,1.0,1.0,708.0
868,3022473,330 East 90th Street #1C,"['40.77956335,-73.94840222']",1799,0.0,1.0,0.0
869,3007218,423 East 12th Street #2RE,"['40.72973719,-73.9822772']",2595,0.0,1.0,300.0
870,3003867,229 Chrystie Street #713,"['40.7234993,-73.99160004']",7476,2.0,2.0,0.0
871,3022270,70 East 12th Street #5D,"['40.73270035,-73.99040222']",5775,2.0,2.0,0.0
872,3022267,43 Essex Street #1,"['40.71636837,-73.98965055']",7500,3.0,3.0,0.0
873,3022261,138 Bowery #7B,"['40.71920013,-73.99490356']",2600,0.0,1.0,0.0
874,3022257,110 Madison Street #19,"['40.71202927,-73.99506548']",2800,2.0,1.0,0.0
875,3022255,272 Lenox Avenue #PH,"['40.80669108,-73.94582012']",5500,3.0,2.0,0.0
876,3022253,163 West 71st Street #3F,"['40.7777838,-73.9812101']",2850,0.0,1.0,0.0
877,3022251,112 Stanton Street #4,"['40.72126204,-73.98726156']",7000,4.0,2.0,1.0
878,3022250,42 Avenue A #2E,"['40.72368263,-73.98489081']",3550,2.0,1.0,0.0
879,3022247,230 West 112nd Street #A,"['40.80098905,-73.955772']",9500,4.0,3.0,3.0
880,3022238,420 East 61st Street #39E,"['40.75989914,-73.9598999']",7995,2.0,2.0,1.0
881,3022239,1113 York Avenue #11B,"['40.75970078,-73.95939636']",8000,2.0,2.0,1.0
882,3020143,212 West 91st Street #1219,"['40.79109955,-73.97380066']",2591,0.0,1.0,400.0
